"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"860Z200US01843","ZCTA5 01843","10613","629","3808","426","6805","669",
"860Z200US01844","ZCTA5 01844","18801","614","13663","619","5138","530",
"860Z200US01845","ZCTA5 01845","11521","402","8048","523","3473","462",
"860Z200US01850","ZCTA5 01850","5877","407","2933","387","2944","375",
"860Z200US01851","ZCTA5 01851","11321","613","5066","509","6255","665",
"860Z200US01852","ZCTA5 01852","14809","539","6842","438","7967","544",
"860Z200US01854","ZCTA5 01854","10376","590","3809","370","6567","582",
"860Z200US01860","ZCTA5 01860","2710","222","2140","328","570","233",
"860Z200US01862","ZCTA5 01862","4247","425","2999","442","1248","302",
"860Z200US01863","ZCTA5 01863","3628","308","3063","340","565","127",
"860Z200US01864","ZCTA5 01864","5856","231","4910","252","946","271",
"860Z200US01867","ZCTA5 01867","9587","382","7956","381","1631","276",
"860Z200US01876","ZCTA5 01876","11828","369","10035","399","1793","379",
"860Z200US01879","ZCTA5 01879","4182","283","3606","324","576","171",
"860Z200US01880","ZCTA5 01880","11053","312","7795","382","3258","349",
"860Z200US01886","ZCTA5 01886","8814","273","7797","296","1017","157",
"860Z200US01887","ZCTA5 01887","7871","365","6841","349","1030","243",
"860Z200US01890","ZCTA5 01890","8054","320","6714","275","1340","252",
"860Z200US01901","ZCTA5 01901","1157","217","39","35","1118","216",
"860Z200US01902","ZCTA5 01902","19110","744","7759","635","11351","820",
"860Z200US01904","ZCTA5 01904","7006","441","5892","440","1114","248",
"860Z200US01905","ZCTA5 01905","9055","566","4617","446","4438","543",
"860Z200US01906","ZCTA5 01906","10701","366","7908","422","2793","383",
"860Z200US01907","ZCTA5 01907","6332","247","4664","335","1668","299",
"860Z200US01908","ZCTA5 01908","1604","148","1350","164","254","76",
"860Z200US01913","ZCTA5 01913","7545","326","5157","329","2388","387",
"860Z200US01915","ZCTA5 01915","16568","483","9847","561","6721","540",
"860Z200US01921","ZCTA5 01921","2902","146","2742","169","160","105",
"860Z200US01922","ZCTA5 01922","1253","177","1062","187","191","118",
"860Z200US01923","ZCTA5 01923","11041","464","7610","488","3431","403",
"860Z200US01929","ZCTA5 01929","1317","139","1010","139","307","94",
"860Z200US01930","ZCTA5 01930","13180","410","8347","457","4833","572",
"860Z200US01937","ZCTA5 01937","0","14","0","14","0","14",
"860Z200US01938","ZCTA5 01938","5757","288","4178","227","1579","256",
"860Z200US01940","ZCTA5 01940","4785","244","4159","243","626","186",
"860Z200US01944","ZCTA5 01944","2212","187","1549","163","663","215",
"860Z200US01945","ZCTA5 01945","8232","254","6821","335","1411","231",
"860Z200US01949","ZCTA5 01949","3316","183","3065","199","251","111",
"860Z200US01950","ZCTA5 01950","7792","461","5939","415","1853","415",
"860Z200US01951","ZCTA5 01951","1335","314","1178","309","157","96",
"860Z200US01952","ZCTA5 01952","4035","232","3016","241","1019","182",
"860Z200US01960","ZCTA5 01960","22305","603","14582","654","7723","619",
"860Z200US01965","ZCTA5 01965","347","322","325","323","22","25",
"860Z200US01966","ZCTA5 01966","3263","150","2257","190","1006","216",
"860Z200US01969","ZCTA5 01969","2428","146","1987","136","441","132",
"860Z200US01970","ZCTA5 01970","19709","564","10118","585","9591","714",
"860Z200US01982","ZCTA5 01982","2719","172","2259","200","460","143",
"860Z200US01983","ZCTA5 01983","2245","122","2030","128","215","103",
"860Z200US01984","ZCTA5 01984","1315","105","1126","86","189","75",
"860Z200US01985","ZCTA5 01985","1652","84","1574","84","78","44",
"860Z200US02019","ZCTA5 02019","6289","340","4937","351","1352","354",
"860Z200US02021","ZCTA5 02021","9677","386","7308","385","2369","347",
"860Z200US02025","ZCTA5 02025","3109","224","2588","209","521","124",
"860Z200US02026","ZCTA5 02026","10297","297","7484","377","2813","314",
"860Z200US02030","ZCTA5 02030","1912","114","1854","120","58","45",
"860Z200US02032","ZCTA5 02032","1588","209","1316","181","272","115",
"860Z200US02035","ZCTA5 02035","7169","371","5232","415","1937","327",
"860Z200US02038","ZCTA5 02038","12339","341","9668","366","2671","322",
"860Z200US02043","ZCTA5 02043","9558","358","7672","417","1886","265",
"860Z200US02045","ZCTA5 02045","4575","234","3711","225","864","178",
"860Z200US02047","ZCTA5 02047","64","44","64","44","0","14",
"860Z200US02048","ZCTA5 02048","8980","409","6527","438","2453","376",
"860Z200US02050","ZCTA5 02050","10260","380","8323","387","1937","414",
"860Z200US02052","ZCTA5 02052","4559","192","3937","192","622","146",
"860Z200US02053","ZCTA5 02053","4573","185","3997","195","576","183",
"860Z200US02054","ZCTA5 02054","3383","223","2829","241","554","158",
"860Z200US02056","ZCTA5 02056","3361","211","3197","203","164","99",
"860Z200US02061","ZCTA5 02061","3643","163","3333","186","310","129",
"860Z200US02062","ZCTA5 02062","13299","448","6884","516","6415","585",
"860Z200US02066","ZCTA5 02066","7606","376","6716","398","890","202",
"860Z200US02067","ZCTA5 02067","6454","262","5597","296","857","196",
"860Z200US02071","ZCTA5 02071","473","220","449","236","24","42",
"860Z200US02072","ZCTA5 02072","10861","463","8392","476","2469","292",
"860Z200US02081","ZCTA5 02081","7306","461","5971","432","1335","272",
"860Z200US02090","ZCTA5 02090","5492","257","4791","232","701","183",
"860Z200US02093","ZCTA5 02093","4395","218","3753","253","642","176",
"860Z200US02108","ZCTA5 02108","2008","284","1075","232","933","197",
"860Z200US02109","ZCTA5 02109","2066","282","682","137","1384","271",
"860Z200US02110","ZCTA5 02110","1225","241","815","214","410","132",
"860Z200US02111","ZCTA5 02111","3614","286","971","175","2643","308",
"860Z200US02113","ZCTA5 02113","4060","448","623","162","3437","466",
"860Z200US02114","ZCTA5 02114","7992","492","1820","314","6172","481",
"860Z200US02115","ZCTA5 02115","9899","666","1450","237","8449","637",
"860Z200US02116","ZCTA5 02116","11525","590","4007","444","7518","527",
"860Z200US02118","ZCTA5 02118","14185","676","4487","416","9698","675",
"860Z200US02119","ZCTA5 02119","11764","671","2886","398","8878","593",
"860Z200US02120","ZCTA5 02120","4564","369","542","136","4022","367",
"860Z200US02121","ZCTA5 02121","10363","707","2396","465","7967","570",
"860Z200US02122","ZCTA5 02122","9159","691","4000","447","5159","639",
"860Z200US02124","ZCTA5 02124","19987","866","8386","714","11601","866",
"860Z200US02125","ZCTA5 02125","13759","641","4841","533","8918","556",
"860Z200US02126","ZCTA5 02126","8862","550","3705","452","5157","481",
"860Z200US02127","ZCTA5 02127","17895","664","8023","580","9872","618",
"860Z200US02128","ZCTA5 02128","17619","753","5033","542","12586","817",
"860Z200US02129","ZCTA5 02129","9389","481","4661","397","4728","460",
"860Z200US02130","ZCTA5 02130","17928","792","8184","582","9744","710",
"860Z200US02131","ZCTA5 02131","12449","572","7095","537","5354","507",
"860Z200US02132","ZCTA5 02132","11110","653","7889","444","3221","505",
"860Z200US02133","ZCTA5 02133","13","20","13","20","0","14",
"860Z200US02134","ZCTA5 02134","8267","483","1089","175","7178","470",
"860Z200US02135","ZCTA5 02135","21072","788","4582","490","16490","718",
"860Z200US02136","ZCTA5 02136","13570","668","7250","626","6320","612",
"860Z200US02138","ZCTA5 02138","14239","663","5821","532","8418","566",
"860Z200US02139","ZCTA5 02139","16062","513","5140","388","10922","490",
"860Z200US02140","ZCTA5 02140","10030","592","3605","371","6425","544",
"860Z200US02141","ZCTA5 02141","7233","369","1976","244","5257","372",
"860Z200US02142","ZCTA5 02142","2168","260","187","78","1981","251",
"860Z200US02143","ZCTA5 02143","12132","585","3780","406","8352","568",
"860Z200US02144","ZCTA5 02144","11217","637","4266","529","6951","535",
"860Z200US02145","ZCTA5 02145","11946","527","4098","456","7848","496",
"860Z200US02148","ZCTA5 02148","26319","821","11070","813","15249","921",
"860Z200US02149","ZCTA5 02149","17262","568","6304","506","10958","653",
"860Z200US02150","ZCTA5 02150","13522","603","3949","408","9573","512",
"860Z200US02151","ZCTA5 02151","21528","819","10777","724","10751","923",
"860Z200US02152","ZCTA5 02152","7918","427","4399","380","3519","410",
"860Z200US02155","ZCTA5 02155","24586","677","13038","796","11548","754",
"860Z200US02163","ZCTA5 02163","399","120","0","14","399","120",
"860Z200US02169","ZCTA5 02169","28674","853","11544","665","17130","866",
"860Z200US02170","ZCTA5 02170","7957","499","4358","442","3599","445",
"860Z200US02171","ZCTA5 02171","8895","596","4587","409","4308","514",
"860Z200US02176","ZCTA5 02176","12368","503","8388","438","3980","460",
"860Z200US02180","ZCTA5 02180","9520","356","6769","346","2751","279",
"860Z200US02184","ZCTA5 02184","14339","437","11058","533","3281","449",
"860Z200US02186","ZCTA5 02186","9184","358","7738","375","1446","297",
"860Z200US02188","ZCTA5 02188","6860","584","4181","502","2679","452",
"860Z200US02189","ZCTA5 02189","6529","425","4190","420","2339","331",
"860Z200US02190","ZCTA5 02190","8329","499","5802","439","2527","404",
"860Z200US02191","ZCTA5 02191","3581","258","2969","243","612","187",
"860Z200US02199","ZCTA5 02199","825","176","28","36","797","170",
"860Z200US02203","ZCTA5 02203","0","14","0","14","0","14",
"860Z200US02205","ZCTA5 02205","0","14","0","14","0","14",
"860Z200US02210","ZCTA5 02210","4306","354","994","171","3312","378",
"860Z200US02215","ZCTA5 02215","8232","640","701","117","7531","621",
"860Z200US02301","ZCTA5 02301","23256","608","11634","623","11622","698",
"860Z200US02302","ZCTA5 02302","12354","569","8664","482","3690","506",
"860Z200US02322","ZCTA5 02322","1702","165","1346","165","356","120",
"860Z200US02324","ZCTA5 02324","9354","444","7023","445","2331","336",
"860Z200US02325","ZCTA5 02325","4","6","0","14","4","6",
"860Z200US02330","ZCTA5 02330","4732","221","4196","216","536","216",
"860Z200US02332","ZCTA5 02332","5980","294","5383","295","597","185",
"860Z200US02333","ZCTA5 02333","5046","236","4198","251","848","195",
"860Z200US02338","ZCTA5 02338","2965","280","2848","299","117","70",
"860Z200US02339","ZCTA5 02339","4904","223","4243","190","661","156",
"860Z200US02341","ZCTA5 02341","3967","258","3571","226","396","201",
"860Z200US02343","ZCTA5 02343","4251","274","3539","311","712","210",
"860Z200US02346","ZCTA5 02346","9796","439","7546","491","2250","341",
"860Z200US02347","ZCTA5 02347","4191","179","3415","168","776","135",
"860Z200US02350","ZCTA5 02350","61","35","61","35","0","14",
"860Z200US02351","ZCTA5 02351","6438","365","4777","336","1661","328",
"860Z200US02356","ZCTA5 02356","4712","366","3515","353","1197","226",
"860Z200US02357","ZCTA5 02357","0","14","0","14","0","14",
"860Z200US02359","ZCTA5 02359","7005","308","6210","317","795","261",
"860Z200US02360","ZCTA5 02360","25822","624","20596","581","5226","552",
"860Z200US02364","ZCTA5 02364","5547","321","4643","351","904","297",
"860Z200US02366","ZCTA5 02366","0","14","0","14","0","14",
"860Z200US02367","ZCTA5 02367","1048","83","990","81","58","27",
"860Z200US02368","ZCTA5 02368","12659","607","8806","582","3853","474",
"860Z200US02370","ZCTA5 02370","6662","420","5201","504","1461","346",
"860Z200US02375","ZCTA5 02375","4612","332","3790","302","822","248",
"860Z200US02379","ZCTA5 02379","2876","131","2410","172","466","170",
"860Z200US02382","ZCTA5 02382","5754","290","4190","229","1564","283",
"860Z200US02420","ZCTA5 02420","5572","310","4836","336","736","142",
"860Z200US02421","ZCTA5 02421","6765","349","5162","353","1603","234",
"860Z200US02445","ZCTA5 02445","9594","594","5038","527","4556","437",
"860Z200US02446","ZCTA5 02446","14426","690","5263","491","9163","691",
"860Z200US02451","ZCTA5 02451","7544","461","4423","400","3121","371",
"860Z200US02452","ZCTA5 02452","5464","600","2792","285","2672","562",
"860Z200US02453","ZCTA5 02453","12684","630","5319","561","7365","563",
"860Z200US02457","ZCTA5 02457","17","26","17","26","0","14",
"860Z200US02458","ZCTA5 02458","5053","389","3146","359","1907","319",
"860Z200US02459","ZCTA5 02459","6475","326","5395","324","1080","207",
"860Z200US02460","ZCTA5 02460","3972","296","2349","272","1623","272",
"860Z200US02461","ZCTA5 02461","2544","235","1972","235","572","141",
"860Z200US02462","ZCTA5 02462","526","102","401","81","125","64",
"860Z200US02464","ZCTA5 02464","1395","173","841","149","554","146",
"860Z200US02465","ZCTA5 02465","4381","402","3000","255","1381","357",
"860Z200US02466","ZCTA5 02466","2929","317","1687","202","1242","234",
"860Z200US02467","ZCTA5 02467","6728","431","4595","385","2133","336",
"860Z200US02468","ZCTA5 02468","2027","256","1978","256","49","46",
"860Z200US02472","ZCTA5 02472","16220","456","7913","485","8307","581",
"860Z200US02474","ZCTA5 02474","12049","482","7038","443","5011","480",
"860Z200US02476","ZCTA5 02476","7804","507","4996","386","2808","371",
"860Z200US02478","ZCTA5 02478","10336","219","6654","243","3682","266",
"860Z200US02481","ZCTA5 02481","4963","233","4329","248","634","111",
"860Z200US02482","ZCTA5 02482","4121","235","3296","220","825","163",
"860Z200US02492","ZCTA5 02492","7339","311","6660","326","679","188",
"860Z200US02493","ZCTA5 02493","3532","217","3193","202","339","123",
"860Z200US02494","ZCTA5 02494","4062","327","2952","307","1110","176",
"860Z200US02532","ZCTA5 02532","6172","355","4775","381","1397","285",
"860Z200US02534","ZCTA5 02534","439","176","391","166","48","55",
"860Z200US02535","ZCTA5 02535","798","188","702","169","96","50",
"860Z200US02536","ZCTA5 02536","8936","512","8008","483","928","252",
"860Z200US02537","ZCTA5 02537","2404","302","2195","284","209","144",
"860Z200US02538","ZCTA5 02538","1724","272","1297","276","427","180",
"860Z200US02539","ZCTA5 02539","1666","365","1316","360","350","157",
"860Z200US02540","ZCTA5 02540","4113","333","2704","272","1409","276",
"860Z200US02542","ZCTA5 02542","256","87","0","14","256","87",
"860Z200US02543","ZCTA5 02543","468","161","380","145","88","64",
"860Z200US02553","ZCTA5 02553","38","59","38","59","0","14",
"860Z200US02554","ZCTA5 02554","4919","317","3741","293","1178","285",
"860Z200US02556","ZCTA5 02556","1088","202","984","191","104","94",
"860Z200US02557","ZCTA5 02557","924","373","621","288","303","227",
"860Z200US02558","ZCTA5 02558","890","277","762","260","128","123",
"860Z200US02559","ZCTA5 02559","1444","262","1140","245","304","164",
"860Z200US02561","ZCTA5 02561","172","127","115","112","57","63",
"860Z200US02562","ZCTA5 02562","1412","185","1194","205","218","146",
"860Z200US02563","ZCTA5 02563","4284","363","3802","368","482","173",
"860Z200US02564","ZCTA5 02564","106","76","97","70","9","17",
"860Z200US02568","ZCTA5 02568","3095","393","2085","342","1010","297",
"860Z200US02571","ZCTA5 02571","5035","668","4010","694","1025","268",
"860Z200US02575","ZCTA5 02575","852","196","759","200","93","59",
"860Z200US02576","ZCTA5 02576","1820","295","1534","273","286","191",
"860Z200US02584","ZCTA5 02584","23","25","23","25","0","14",
"860Z200US02601","ZCTA5 02601","7134","418","3565","368","3569","397",
"860Z200US02630","ZCTA5 02630","851","217","766","202","85","75",
"860Z200US02631","ZCTA5 02631","4720","294","3729","330","991","282",
"860Z200US02632","ZCTA5 02632","4789","405","3879","332","910","401",
"860Z200US02633","ZCTA5 02633","2243","203","1988","212","255","91",
"860Z200US02635","ZCTA5 02635","1637","256","1451","237","186","113",
"860Z200US02637","ZCTA5 02637","185","118","185","118","0","14",
"860Z200US02638","ZCTA5 02638","1390","152","1196","147","194","91",
"860Z200US02639","ZCTA5 02639","1785","251","1284","220","501","188",
"860Z200US02641","ZCTA5 02641","133","103","133","103","0","14",
"860Z200US02642","ZCTA5 02642","2860","194","2543","222","317","147",
"860Z200US02643","ZCTA5 02643","0","14","0","14","0","14",
"860Z200US02644","ZCTA5 02644","1408","246","1269","267","139","112",
"860Z200US02645","ZCTA5 02645","4831","260","4018","254","813","195",
"860Z200US02646","ZCTA5 02646","957","158","811","144","146","70",
"860Z200US02647","ZCTA5 02647","100","72","80","64","20","32",
"860Z200US02648","ZCTA5 02648","3032","368","2908","363","124","90",
"860Z200US02649","ZCTA5 02649","6853","292","5703","293","1150","264",
"860Z200US02650","ZCTA5 02650","470","131","424","126","46","37",
"860Z200US02652","ZCTA5 02652","642","207","515","204","127","120",
"860Z200US02653","ZCTA5 02653","3002","158","2344","259","658","197",
"860Z200US02655","ZCTA5 02655","1641","258","1525","243","116","71",
"860Z200US02657","ZCTA5 02657","2034","211","1448","193","586","182",
"860Z200US02659","ZCTA5 02659","548","132","483","113","65","61",
"860Z200US02660","ZCTA5 02660","3068","229","2326","227","742","167",
"860Z200US02663","ZCTA5 02663","195","84","195","84","0","14",
"860Z200US02664","ZCTA5 02664","4561","388","3392","366","1169","283",
"860Z200US02666","ZCTA5 02666","411","159","367","146","44","71",
"860Z200US02667","ZCTA5 02667","1729","221","1415","279","314","164",
"860Z200US02668","ZCTA5 02668","1042","275","889","249","153","97",
"860Z200US02670","ZCTA5 02670","717","158","611","147","106","57",
"860Z200US02671","ZCTA5 02671","470","103","459","105","11","18",
"860Z200US02672","ZCTA5 02672","0","14","0","14","0","14",
"860Z200US02673","ZCTA5 02673","4112","372","3270","352","842","244",
"860Z200US02675","ZCTA5 02675","3229","295","3000","276","229","114",
"860Z200US02702","ZCTA5 02702","1577","139","1423","158","154","67",
"860Z200US02703","ZCTA5 02703","17767","585","11748","649","6019","616",
"860Z200US02713","ZCTA5 02713","18","11","12","9","6","6",
"860Z200US02715","ZCTA5 02715","1444","217","1375","226","69","55",
"860Z200US02717","ZCTA5 02717","1605","121","1411","141","194","94",
"860Z200US02718","ZCTA5 02718","2499","275","2221","294","278","117",
"860Z200US02719","ZCTA5 02719","7200","391","5316","399","1884","306",
"860Z200US02720","ZCTA5 02720","14300","618","5675","518","8625","699",
"860Z200US02721","ZCTA5 02721","11288","626","3923","434","7365","592",
"860Z200US02723","ZCTA5 02723","7580","515","2456","294","5124","473",
"860Z200US02724","ZCTA5 02724","8342","560","2839","421","5503","544",
